Gene	Base_Score	Split_Score	Gini_Score	Cutoff_Age	Count	P_Value	P_Adj	Up_Down
Pigk	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Ier3	0.2244	0.2155952380952381	0.008804761904761899	17.5	17	0.6745245	0.862879586720123	Up
C1galt1c1	0.25	0.24	0.010000000000000009	36.5	25	0.6725245	0.862879586720123	Up
Atp9a	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Ptprr	0.25	0.24	0.010000000000000009	25.5	25	0.6725245	0.862879586720123	Down
Ttll1	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Ccnk	0.2436	0.23478260869565218	0.008817391304347832	26.5	21	0.6719125	0.862879586720123	Up
Svop	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Ptprn2	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Gm17952	0.2244	0.2155952380952381	0.008804761904761899	17.5	17	0.6745245	0.862879586720123	Up
Epb41l5	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Il12rb1	0.1056	0.1018062397372742	0.0037937602627257927	23.5	6	0.6733605	0.862879586720123	Up
Fxyd6	0.1056	0.1018062397372742	0.0037937602627257927	23.5	6	0.6733605	0.862879586720123	Up
Gm45734	0.1824	0.1755665024630542	0.006833497536945815	23.5	12	0.6749385	0.862879586720123	Up
Vps4a	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Tiparp	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Mrps23	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Rfc4	0.1056	0.1018062397372742	0.0037937602627257927	23.5	6	0.6733605	0.862879586720123	Up
Zdhhc18	0.2436	0.23468253968253966	0.008917460317460352	33.0	21	0.6719125	0.862879586720123	Up
Nr2f2	0.19240000000000002	0.18493224932249322	0.007467750677506796	37.5	13	0.6729155	0.862879586720123	Up
Slc35a1	0.24840000000000004	0.2397283531409168	0.008671646859083226	21.0	23	0.6717685	0.862879586720123	Down
Ctnnd1	0.2244	0.2155952380952381	0.008804761904761899	17.5	17	0.6745245	0.862879586720123	Up
Mtrf1	0.19240000000000002	0.18493224932249322	0.007467750677506796	37.5	13	0.6729155	0.862879586720123	Up
Lta4h	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Zfp180	0.2436	0.23468253968253966	0.008917460317460352	33.0	21	0.6719125	0.862879586720123	Up
Rbm15b	0.25	0.24	0.010000000000000009	36.5	25	0.6725245	0.862879586720123	Up
Uxt	0.19240000000000002	0.18493224932249322	0.007467750677506796	37.5	13	0.6729155	0.862879586720123	Up
Katnb1	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Mcrip2	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Cdca8	0.1824	0.1755665024630542	0.006833497536945815	23.5	12	0.6749385	0.862879586720123	Up
Cops2	0.1824	0.1755665024630542	0.006833497536945815	23.5	38	0.6749425	0.862879586720123	Down
Slc17a5	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Tbl1x	0.2304	0.22200542005420054	0.008394579945799452	37.5	18	0.6760495	0.8632824056024558	Up
Rps19bp1	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
Plekhn1	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
1700086L19Rik	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Nfatc3	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
Alkbh7	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Relb	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Gm47974	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
2210017I01Rik	0.2304	0.22200542005420054	0.008394579945799452	37.5	18	0.6760495	0.8632824056024558	Up
Stim2	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Atp13a3	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
Maco1	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
Tenm3	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Slc7a6os	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
Gm10012	0.2244	0.2155952380952381	0.008804761904761899	42.0	33	0.6765185	0.8632824056024558	Up
Strip1	0.2244	0.2155952380952381	0.008804761904761899	17.5	33	0.6765185	0.8632824056024558	Down
AC119998.1	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Olfr518	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Grik1	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Lgr6	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Olfr1419	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Scn3b	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Olfr1432	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Gm16976	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
Gm11625	0.24	0.23035714285714284	0.009642857142857147	17.5	20	0.6795315	0.8643789211475409	Down
Olfr1023	0.24	0.23035714285714284	0.009642857142857147	42.0	20	0.6795315	0.8643789211475409	Up
Slc25a44	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
Cenpb	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
Lingo2	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Nkain4	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Socs6	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
Fam184a	0.24	0.23035714285714284	0.009642857142857147	17.5	20	0.6795315	0.8643789211475409	Down
Galc	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
St14	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
Olfr177	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Stard5	0.24	0.23035714285714284	0.009642857142857147	42.0	20	0.6795315	0.8643789211475409	Up
Adcy9	0.24	0.23035714285714284	0.009642857142857147	42.0	20	0.6795315	0.8643789211475409	Up
Gm5777	0.24	0.23035714285714284	0.009642857142857147	17.5	20	0.6795315	0.8643789211475409	Down
Ago3	0.24639999999999998	0.23816091954022986	0.00823908045977012	23.5	28	0.6791085	0.8643789211475409	Down
Ttbk1	0.24	0.23035714285714284	0.009642857142857147	42.0	20	0.6795315	0.8643789211475409	Up
Gm49027	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Gm10548	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Gm3239	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Gm5830	0.12040000000000001	0.11609756097560975	0.004302439024390259	37.5	7	0.6785025	0.8643789211475409	Down
Plxdc1	0.24	0.23035714285714284	0.009642857142857147	17.5	20	0.6795315	0.8643789211475409	Down
Rgs20	0.24	0.23035714285714284	0.009642857142857147	17.5	30	0.6805515	0.8652981110443521	Up
Npr2	0.24	0.23035714285714284	0.009642857142857147	17.5	30	0.6805515	0.8652981110443521	Up
Nanog	0.24	0.23035714285714284	0.009642857142857147	42.0	30	0.6805515	0.8652981110443521	Down
Rfwd3	0.24	0.23035714285714284	0.009642857142857147	42.0	30	0.6805515	0.8652981110443521	Down
Cfp	0.2016	0.1942200328407225	0.007379967159277495	23.5	14	0.6825245	0.8672382811681223	Down
Zmiz1	0.2016	0.1942200328407225	0.007379967159277495	23.5	14	0.6825245	0.8672382811681223	Down
4930578G10Rik	0.2016	0.1942200328407225	0.007379967159277495	23.5	14	0.6825245	0.8672382811681223	Down
Slc22a4	0.2016	0.1942200328407225	0.007379967159277495	23.5	14	0.6825245	0.8672382811681223	Down
Zfp719	0.2016	0.1942200328407225	0.007379967159277495	23.5	14	0.6825245	0.8672382811681223	Down
Gm10912	0.2016	0.1942200328407225	0.007379967159277495	23.5	14	0.6825245	0.8672382811681223	Down
Acbd7	0.1344	0.129126559714795	0.005273440285204989	30.5	8	0.6865985	0.8703098282098631	Down
Rpa3	0.2244	0.2156149732620321	0.008785026737967883	30.5	17	0.6856755	0.8703098282098631	Up
Luzp2	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Pcdha11	0.1344	0.129126559714795	0.005273440285204989	30.5	8	0.6865985	0.8703098282098631	Down
Trim12c	0.1824	0.17582887700534758	0.0065711229946524286	30.5	12	0.6883815	0.8703098282098631	Up
3110009E18Rik	0.2304	0.2220289855072464	0.008371014492753598	26.5	32	0.6872015	0.8703098282098631	Up
Gm48333	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Aox3	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Otud1	0.24840000000000004	0.24	0.008400000000000046	17.5	23	0.6860155	0.8703098282098631	Up
Cyb5b	0.2244	0.2156149732620321	0.008785026737967883	30.5	33	0.6875745	0.8703098282098631	Down
Usp15	0.1824	0.17582887700534758	0.0065711229946524286	30.5	38	0.6881215	0.8703098282098631	Down
Gm5766	0.2244	0.2156149732620321	0.008785026737967883	30.5	17	0.6856755	0.8703098282098631	Up
Ucp2	0.2244	0.2156149732620321	0.008785026737967883	30.5	17	0.6856755	0.8703098282098631	Up
Slc28a3	0.24840000000000004	0.24	0.008400000000000046	17.5	23	0.6860155	0.8703098282098631	Up
Gm10327	0.1824	0.17582887700534758	0.0065711229946524286	30.5	38	0.6881215	0.8703098282098631	Down
Mvp	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Cycs-ps2	0.24840000000000004	0.24	0.008400000000000046	42.0	23	0.6860155	0.8703098282098631	Down
Gcm1	0.2244	0.2156149732620321	0.008785026737967883	30.5	17	0.6856755	0.8703098282098631	Up
Zfp536	0.1824	0.17582887700534758	0.0065711229946524286	30.5	38	0.6881215	0.8703098282098631	Down
Ddit4l	0.1824	0.17582887700534758	0.0065711229946524286	30.5	12	0.6883815	0.8703098282098631	Up
Ythdf1	0.1824	0.17582887700534758	0.0065711229946524286	30.5	38	0.6881215	0.8703098282098631	Down
Prex2	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Ccl6	0.2244	0.2156149732620321	0.008785026737967883	30.5	17	0.6856755	0.8703098282098631	Up
Tcf7l1	0.24840000000000004	0.23992869875222816	0.008471301247771873	30.5	23	0.6860155	0.8703098282098631	Up
Mnt	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Gm21962	0.24840000000000004	0.23992869875222816	0.008471301247771873	30.5	23	0.6860155	0.8703098282098631	Up
Gfra1	0.1824	0.17582887700534758	0.0065711229946524286	30.5	38	0.6881215	0.8703098282098631	Down
Ccr6	0.1824	0.17582887700534758	0.0065711229946524286	30.5	12	0.6883815	0.8703098282098631	Up
Myadml2	0.2356	0.22655844155844157	0.009041558441558434	28.0	19	0.6875355000000001	0.8703098282098631	Down
Bace1	0.2244	0.2156149732620321	0.008785026737967883	30.5	33	0.6875745	0.8703098282098631	Down
Ssbp1	0.2244	0.2156149732620321	0.008785026737967883	30.5	33	0.6875745	0.8703098282098631	Down
Ptpn18	0.24840000000000004	0.23992869875222816	0.008471301247771873	30.5	23	0.6860155	0.8703098282098631	Up
Vmn1r12	0.1344	0.129126559714795	0.005273440285204989	30.5	8	0.6865985	0.8703098282098631	Down
Hecw2	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Olfr1265	0.1824	0.17582887700534758	0.0065711229946524286	30.5	12	0.6883815	0.8703098282098631	Up
Proser1	0.2244	0.2156149732620321	0.008785026737967883	30.5	33	0.6875745	0.8703098282098631	Down
Rnf121	0.24840000000000004	0.23992869875222816	0.008471301247771873	30.5	23	0.6860155	0.8703098282098631	Up
Pigs	0.1824	0.17582887700534758	0.0065711229946524286	30.5	38	0.6881215	0.8703098282098631	Down
Tdrd7	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Sap30l	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Per2	0.24	0.23076923076923075	0.009230769230769237	24.5	20	0.6881435	0.8703098282098631	Down
Zfp462	0.1344	0.129126559714795	0.005273440285204989	30.5	8	0.6865985	0.8703098282098631	Down
Xylt1	0.1824	0.17582887700534758	0.0065711229946524286	30.5	12	0.6883815	0.8703098282098631	Up
Daam2	0.1344	0.129126559714795	0.005273440285204989	30.5	8	0.6865985	0.8703098282098631	Down
Gm10203	0.2244	0.2156149732620321	0.008785026737967883	30.5	17	0.6856755	0.8703098282098631	Up
Bmpr1a	0.24	0.23054187192118225	0.00945812807881774	23.5	20	0.6881435	0.8703098282098631	Up
Fam131a	0.2356	0.22655844155844157	0.009041558441558434	28.0	31	0.6888015000000001	0.8704480662363024	Up
Vps13a	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Dagla	0.2356	0.22655844155844157	0.009041558441558434	28.0	31	0.6888015000000001	0.8704480662363024	Up
Scyl2	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Suco	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Alkbh1	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Arid4a	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Adgrv1	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Sart1	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Tmem183a	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Npas3	0.24	0.23054187192118228	0.009458128078817712	23.5	30	0.6893135	0.8704480662363024	Down
Zfp335	0.2496	0.23993055555555556	0.009669444444444425	19.5	26	0.6906455	0.8714045389575206	Up
Zfp574	0.2496	0.23993055555555556	0.009669444444444425	19.5	24	0.6908945	0.8714045389575206	Down
Olfr446	0.2496	0.23993055555555556	0.009669444444444425	19.5	24	0.6908945	0.8714045389575206	Down
Gm7882	0.2496	0.23974358974358975	0.009856410256410236	24.5	24	0.6908945	0.8714045389575206	Down
Nrip1	0.2496	0.23974358974358975	0.009856410256410236	24.5	24	0.6908945	0.8714045389575206	Down
Crebrf	0.2496	0.23993055555555556	0.009669444444444425	19.5	24	0.6908945	0.8714045389575206	Down
Fndc1	0.2496	0.23974358974358975	0.009856410256410236	24.5	24	0.6908945	0.8714045389575206	Down
1110012L19Rik	0.2496	0.23993055555555556	0.009669444444444425	19.5	24	0.6908945	0.8714045389575206	Down
Slc35e1	0.2496	0.23974358974358975	0.009856410256410236	24.5	24	0.6908945	0.8714045389575206	Down
Helz	0.2496	0.23974358974358975	0.009856410256410236	24.5	24	0.6908945	0.8714045389575206	Down
Il11ra1	0.2496	0.23993055555555556	0.009669444444444425	19.5	24	0.6908945	0.8714045389575206	Down
Xkrx	0.2016	0.19428571428571428	0.007314285714285718	33.0	14	0.6913265	0.8715716132474003	Down
Gm7899	0.2016	0.19428571428571428	0.007314285714285718	33.0	14	0.6913265	0.8715716132474003	Down
Kctd14	0.2016	0.19428571428571428	0.007314285714285718	33.0	14	0.6913265	0.8715716132474003	Down
Ube2nl	0.2016	0.19428571428571428	0.007314285714285718	33.0	14	0.6913265	0.8715716132474003	Down
Sike1	0.2016	0.1942857142857143	0.00731428571428569	33.0	36	0.6914575000000001	0.8716423527022638	Up
Nhlrc1	0.19240000000000002	0.18519524617996602	0.007204753820033993	21.0	13	0.6931915	0.8733552574691491	Down
Hist1h2bh	0.19240000000000002	0.18519524617996602	0.007204753820033993	21.0	13	0.6931915	0.8733552574691491	Down
0610030E20Rik	0.19240000000000002	0.18519524617996602	0.007204753820033993	21.0	13	0.6931915	0.8733552574691491	Down
9930104L06Rik	0.19240000000000002	0.18519524617996602	0.007204753820033993	21.0	13	0.6931915	0.8733552574691491	Down
Ddit4	0.19240000000000002	0.18519524617996602	0.007204753820033993	21.0	13	0.6931915	0.8733552574691491	Down
Vmn2r23	0.2436	0.2350135501355014	0.008586449864498608	37.5	21	0.6935994999999999	0.8734910820709803	Down
Gm15590	0.19240000000000002	0.18519524617996602	0.007204753820033993	21.0	37	0.6934775	0.8734910820709803	Up
Gm9817	0.2436	0.2350135501355014	0.008586449864498608	37.5	21	0.6935994999999999	0.8734910820709803	Down
Hrasls	0.2436	0.2350135501355014	0.008586449864498608	37.5	21	0.6935994999999999	0.8734910820709803	Down
Scrt2	0.2436	0.23501355013550135	0.008586449864498663	37.5	29	0.6939485000000001	0.8736470082747433	Up
Atp6v0c-ps2	0.2436	0.23501355013550135	0.008586449864498663	37.5	29	0.6939485000000001	0.8736470082747433	Up
Gatad2a	0.2436	0.23501355013550135	0.008586449864498663	37.5	29	0.6939485000000001	0.8736470082747433	Up
Ceacam3	0.2304	0.22214285714285711	0.00825714285714288	33.0	18	0.6956264999999999	0.8756648100259571	Down
Tmpo	0.2304	0.22214285714285714	0.008257142857142852	33.0	32	0.6966055	0.8766127597037517	Up
Nanp	0.2304	0.22214285714285714	0.008257142857142852	33.0	32	0.6966055	0.8766127597037517	Up
Snapc5	0.2304	0.22214285714285714	0.008257142857142852	33.0	32	0.6966055	0.8766127597037517	Up
Mc1r	0.2244	0.21600000000000003	0.008399999999999963	31.5	17	0.6968455	0.8767251945195114	Down
Gm3362	0.2244	0.21600000000000003	0.008399999999999963	31.5	17	0.6968455	0.8767251945195114	Down
Gm11331	0.2356	0.22723259762308998	0.008367402376910027	21.0	19	0.6975104999999999	0.8774670027561607	Up
Mmadhc	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Lrrcc1	0.24640000000000004	0.2383333333333333	0.008066666666666722	22.5	22	0.6989565	0.8776733955658648	Down
Bhlhe40	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
D17Wsu92e	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Lhcgr	0.24640000000000004	0.2383333333333333	0.008066666666666722	22.5	22	0.6989565	0.8776733955658648	Down
Iqsec3	0.2244	0.21600000000000003	0.008399999999999963	31.5	33	0.6986125000000001	0.8776733955658648	Up
Sbk1	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Zfc3h1	0.24640000000000004	0.2383333333333333	0.008066666666666722	22.5	22	0.6989565	0.8776733955658648	Down
Atg101	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Olfr769	0.24640000000000004	0.2383333333333333	0.008066666666666722	22.5	22	0.6989565	0.8776733955658648	Down
Tjap1	0.24640000000000004	0.2383333333333333	0.008066666666666722	22.5	22	0.6989565	0.8776733955658648	Down
Tmem181c-ps	0.24640000000000004	0.2388888888888889	0.007511111111111135	19.5	22	0.6989565	0.8776733955658648	Down
Ska2	0.24640000000000004	0.2388888888888889	0.007511111111111135	19.5	22	0.6989565	0.8776733955658648	Down
Ccdc28a	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Ext2	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Gm17970	0.24640000000000004	0.2383333333333333	0.008066666666666722	22.5	22	0.6989565	0.8776733955658648	Down
Gss	0.2356	0.22723259762308998	0.008367402376910027	21.0	31	0.6987895	0.8776733955658648	Down
Strip2	0.24639999999999998	0.23833333333333337	0.008066666666666611	29.5	28	0.6995145	0.8780898690142365	Down
Ppt2	0.24639999999999998	0.23833333333333337	0.008066666666666611	29.5	28	0.6995145	0.8780898690142365	Down
Fbxl20	0.24639999999999998	0.23833333333333337	0.008066666666666611	29.5	28	0.6995145	0.8780898690142365	Down
Gm7180	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Nyx	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Efcab12	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Gpt	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Pik3r5	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Gm19131	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Gm20219	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Bcl11b	0.1344	0.1295	0.004899999999999988	36.5	8	0.7005255	0.8786008938038793	Up
Ppdpf	0.1824	0.176	0.006400000000000017	36.5	38	0.7022295000000001	0.8805482816742082	Down
Lman2l	0.1824	0.176	0.006400000000000017	36.5	38	0.7022295000000001	0.8805482816742082	Down
Il10rb	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Klhl12	0.2016	0.194375	0.007225000000000009	19.5	36	0.7038565	0.8815631931928165	Down
Sntb2	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Znrd1as	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Gm18190	0.2016	0.194375	0.007225000000000009	19.5	14	0.7034245	0.8815631931928165	Up
Gm7309	0.2016	0.194375	0.007225000000000009	19.5	14	0.7034245	0.8815631931928165	Up
Rnf170	0.2016	0.194375	0.007225000000000009	19.5	36	0.7038565	0.8815631931928165	Down
Trpv4	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
D330045A20Rik	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Gm4997	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Rps10-ps2	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Cyld	0.2016	0.194375	0.007225000000000009	19.5	36	0.7038565	0.8815631931928165	Down
Ubp1	0.2016	0.194375	0.007225000000000009	19.5	36	0.7038565	0.8815631931928165	Down
Olfr613	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Frat2	0.2016	0.194375	0.007225000000000009	19.5	36	0.7038565	0.8815631931928165	Down
Spdef	0.1056	0.102	0.003600000000000006	36.5	6	0.7043265000000001	0.8815631931928165	Down
Lin7c	0.2016	0.194375	0.007225000000000009	19.5	36	0.7038565	0.8815631931928165	Down
Gstt2	0.2356	0.2273752012882448	0.008224798711755216	26.5	31	0.7047155	0.8819552370430108	Down
Tmem17	0.1824	0.176	0.006400000000000017	25.5	12	0.7060485000000001	0.8830081744897958	Down
Lsm4	0.17159999999999997	0.16570175438596493	0.0058982456140350414	18.5	39	0.7063155	0.8830081744897958	Down
Ero1lb	0.17159999999999997	0.16570175438596493	0.0058982456140350414	18.5	39	0.7063155	0.8830081744897958	Down
1700021F05Rik	0.17159999999999997	0.16570175438596493	0.0058982456140350414	18.5	39	0.7063155	0.8830081744897958	Down
Gm10284	0.17159999999999997	0.16570175438596493	0.0058982456140350414	35.0	39	0.7063155	0.8830081744897958	Up
Gm26558	0.1824	0.176	0.006400000000000017	25.5	12	0.7060485000000001	0.8830081744897958	Up
Rorb	0.1824	0.176	0.006400000000000017	25.5	12	0.7060485000000001	0.8830081744897958	Up
Gm5905	0.1824	0.176	0.006400000000000017	25.5	12	0.7060485000000001	0.8830081744897958	Up
Gm17775	0.1824	0.176	0.006400000000000017	25.5	12	0.7060485000000001	0.8830081744897958	Up
Jarid2	0.17159999999999997	0.16570175438596493	0.0058982456140350414	18.5	39	0.7063155	0.8830081744897958	Down
Prpf3	0.2496	0.24	0.009599999999999997	22.5	24	0.7090115	0.8831533442315924	Down
Gm43517	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Pcdhb9	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Ogfod1	0.19240000000000002	0.1855238095238095	0.006876190476190508	31.5	37	0.7087915	0.8831533442315924	Up
2810006K23Rik	0.25	0.24122807017543857	0.00877192982456143	18.5	25	0.7083085	0.8831533442315924	Down
Slc41a3	0.2496	0.23993506493506495	0.009664935064935043	28.0	24	0.7090115	0.8831533442315924	Up
Gm14472	0.1476	0.14142857142857143	0.006171428571428578	42.0	9	0.7087345	0.8831533442315924	Down
Rps18-ps3	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Mdfi	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Gm27029	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Ttc30a1	0.1476	0.14142857142857143	0.006171428571428578	42.0	9	0.7087345	0.8831533442315924	Down
Dab2	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Vamp4	0.19240000000000002	0.1855238095238095	0.006876190476190508	31.5	37	0.7087915	0.8831533442315924	Up
Csf2rb	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Zfp36l2	0.1476	0.14142857142857143	0.006171428571428578	42.0	9	0.7087345	0.8831533442315924	Down
Nelfcd	0.2496	0.24	0.009599999999999997	22.5	24	0.7090115	0.8831533442315924	Down
Cdk20	0.24	0.23137254901960788	0.00862745098039211	30.5	20	0.7083435	0.8831533442315924	Up
Six2	0.19240000000000002	0.1855238095238095	0.006876190476190508	31.5	13	0.7085295	0.8831533442315924	Down
Dctd	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
Snx17	0.19240000000000002	0.18582930756843802	0.0065706924315619974	26.5	37	0.7087915	0.8831533442315924	Down
Gm8956	0.25	0.24122807017543857	0.00877192982456143	35.0	25	0.7083085	0.8831533442315924	Up
Zfp354a	0.1476	0.14142857142857143	0.006171428571428578	17.5	9	0.7087345	0.8831533442315924	Up
